# net         layer  x1       y1       x2       y2       width

VDD          M1    39.517   0.862    16.525   0.862    0.050
VDD          M1    16.525   0.862    16.525   7.185    0.050
VDD          M1    24.573   0.862    16.525   0.862    0.050
VDD          M1    16.525   0.862    16.525   7.185    0.050
VDD          M1    20.118   15.520   20.118   15.232   0.050
VDD          M1    20.118   15.232   20.118   7.185    0.050
VDD          M1    20.118   7.185    16.525   7.185    0.050
GND          M1    9.772    15.663   9.628    15.663   0.050
GND          M1    9.628    15.663   1.293    15.663   0.050
GND          M1    1.293    15.663   1.150    15.663   0.050
8            M1    39.517   7.472    39.517   15.663   0.050
8            M1    39.517   15.663   12.646   15.663   0.050
8            M1    9.915    15.663   10.059   15.663   0.050
8            M1    10.059   15.663   12.646   15.663   0.050
8            M1    6.179    0.862    6.179    0.718    0.050
8            M1    6.179    0.718    12.646   0.718    0.050
8            M1    12.646   0.718    12.646   15.663   0.050
9            M2    24.573   7.472    1.437    7.472    0.050
9            M2    1.437    7.472    1.437    15.663   0.050
9            M2    1.437    15.663   1.293    15.663   0.050
9            M2    1.293    15.663   1.150    15.663   0.050
12           M3    6.179    7.185    6.179    15.232   0.050
12           M3    6.179    15.232   20.118   15.232   0.050
12           M3    20.118   15.232   20.118   15.376   0.050
